First Name,Last Name,Action,Flight ID,Origin Airport,Destination Airport,Ticket Type,Ticket Quantity
Emily,Estes,Buy,97,ELP,LAX,First Class,5
Brandon,CartwrightLi,Buy,237,LAX,ORL,Main Cabin,4
John,Hill,Buy,647,ORD,ELP,Business Class,6
Christopher,Jones,Buy,1185,ORD,ELP,First Class,5
Richard,Sullivan,Buy,536,ELP,HND,Main Cabin,1
Terri,Strickland,Buy,337,ELP,CUN,Main Cabin,3
Shane,Miller,Buy,664,BOS,ELP,First Class,6
Crystal,Rice,Buy,248,ELP,CUN,First Class,8
Samantha,May,Buy,1001,LAX,ELP,Business Class,3
Terri,Strickland,Buy,822,ELP,ORD,Main Cabin,8
Alyssa,Poole,Buy,606,ELP,CUN,Main Cabin,5
Bruce,Clark,Buy,1110,ELP,BOS,Main Cabin,5
William,Rice,Buy,969,CUN,ELP,First Class,6
Joseph,Lewis,Buy,468,ELP,ATL,Business Class,3
Samuel,RamosSanchez,Buy,468,ELP,ATL,Business Class,5
Sheila,Lewis,Buy,1227,LAX,ORL,Business Class,3
Cody,Robles,Buy,473,ATL,ELP,Business Class,5
Norman,Freeman,Buy,504,ORL,LAX,Business Class,4
Marissa,Wagner,Buy,761,LAS,ELP,First Class,5
Ursela,Mermaid,Buy,934,BOS,ELP,First Class,2
Dakota,Bender,Buy,45,LHR,ELP,First Class,4
Nicholas,Copeland,Buy,304,BOS,ELP,Main Cabin,6
Jafar,Aladdin,Buy,214,BOS,ELP,Main Cabin,7
Luis,Solomon,Buy,8,ELP,LAX,Main Cabin,3
Michelle,Jones,Buy,1060,CUN,ELP,Main Cabin,3
Christine,Ellis,Buy,1050,BOS,LAX,Business Class,7
Caroline,Torres,Buy,964,LAX,BOS,First Class,8
Santiago,Olivas,Buy,1208,ELP,LAS,First Class,4
John,House,Buy,427,ELP,CUN,Business Class,4
Amy,Parsons,Buy,548,ELP,LAX,Main Cabin,1
Christopher,Lucero,Buy,321,MEX,CJS,Business Class,3
David,Clark,Buy,1235,LAX,BOS,First Class,2
Angela,Walker,Buy,509,LAX,ORL,Business Class,2
Colleen,Hall,Buy,66,ELP,CUN,First Class,1
Willie,Hobbs,Buy,815,DFW,ELP,Business Class,5
Sean,Medina,Buy,815,DFW,ELP,Business Class,7
Zachary,Campbell,Buy,1250,ELP,CDG,Business Class,2
Robert,Preston,Buy,969,CUN,ELP,First Class,7
Kristy,Hoover,Buy,76,YYZ,ELP,Main Cabin,7
Rachel,Hart,Buy,862,MEX,CJS,Business Class,7
Kevin,Tran,Buy,797,YYZ,ELP,First Class,2
Ashley,Gilmore,Buy,1245,YYZ,ELP,First Class,4
Michael,King,Buy,343,ELP,YYZ,Business Class,2
Jack,Morgan,Buy,214,BOS,ELP,Main Cabin,4
John,Jones,Buy,1245,YYZ,ELP,Business Class,8
Kevin,Harrison,Buy,704,ELP,YYZ,Main Cabin,5
Bridget,Wagner,Buy,503,MEX,CJS,Main Cabin,2
Darin,Porter,Buy,1041,MEX,CJS,First Class,1
Nicholas,Copeland,Buy,1308,CJS,MEX,First Class,2
Anita,Stein,Buy,676,LHR,ELP,First Class,1
Jennifer,Preston,Buy,1018,JFK,ELP,Main Cabin,4
Brett,Higgins,Buy,987,HND,ELP,Main Cabin,5
Hannah,Maldonado,Buy,852,ELP,LHR,First Class,1
Rebecca,Nguyen,Buy,245,LAX,BOS,First Class,1
Amber,Conley,Buy,825,ORD,ELP,Main Cabin,4
Angela,Lang,Buy,1069,ELP,CDG,First Class,3
Bryan,Hardy,Buy,444,ELP,HND,Business Class,2
Brittany,Hawkins,Buy,464,ELP,ORD,Business Class,1
Ricky,Thompson,Buy,370,LAX,ELP,First Class,3
Denise,Johnson,Buy,323,MEX,CJS,First Class,3
Anita,Stein,Buy,628,HND,ELP,Business Class,1
Marc,Driver,Buy,1067,YYZ,ELP,Business Class,7
Jonathan,Martinez,Buy,671,LAS,ELP,Business Class,8
Jacob,Norton,Buy,803,CDG,ELP,First Class,5
Dana,Williams,Buy,264,ELP,HND,First Class,6
Cinderella,Disney,Buy,1109,JFK,ELP,First Class,6
Keith,Ortiz,Buy,422,BOS,LAX,Main Cabin,3
Emma,Padilla,Buy,677,LHR,ELP,Business Class,5
Kathy,Smith,Buy,1335,YYZ,ELP,Business Class,4
Laura,Williams,Buy,197,ORD,ELP,Business Class,1
James,Hammond,Buy,1257,HND,ELP,Main Cabin,7
Christian,Ellis,Buy,375,ORD,ELP,Main Cabin,2
Anthony,Sanchez,Buy,678,CJS,MEX,Business Class,8
Rodney,Mcneil,Buy,960,BOS,LAX,Main Cabin,4
Sarah,Mosley,Buy,276,ELP,LAX,Main Cabin,6
Brandon,CartwrightLi,Buy,882,ELP,YYZ,Main Cabin,6
Diana,Valles,Buy,324,ORL,LAX,Business Class,4
Kimberly,Miller,Buy,1306,LHR,ELP,Main Cabin,6
Matthew,Gonzalez,Buy,165,YYZ,ELP,Main Cabin,8
Sara,Fox,Buy,241,BOS,LAX,Main Cabin,8
Ariana,Lara,Buy,715,ELP,HND,Main Cabin,6
Robert,Wilson,Buy,65,LAX,BOS,Main Cabin,2
James,Simpson,Buy,1182,ELP,ORD,Main Cabin,5
Stephanie,Kirby,Buy,1090,LAX,ELP,Main Cabin,2
Sandra,Sutton,Buy,390,ELP,BOS,Main Cabin,5
Diana,Garcia,Buy,512,BOS,LAX,First Class,5
Jeffrey,Walls,Buy,1301,LAS,ELP,Business Class,8
Craig,Fleming,Buy,218,ELP,LAS,Main Cabin,4
Pamela,Carter,Buy,132,ELP,LHR,Business Class,6
Courtney,Johnson,Buy,297,JFK,ELP,First Class,8
Michael,Mccormick,Buy,1148,ELP,CUN,Business Class,8
Elizabeth,Alvarez,Buy,1299,LAS,ELP,First Class,2
David,Thomas,Buy,88,HND,ELP,Main Cabin,2
Alison,Hicks,Buy,841,ELP,BOS,Main Cabin,1
Monica,Craig,Buy,907,ELP,LAX,First Class,3
Dorothy,Cox,Buy,203,ATL,ELP,Business Class,5
Kelly,Herring,Buy,11,LAX,ELP,First Class,3
Kaylee,Hale,Buy,434,ELP,YYZ,Business Class,8
Thomas,Sanders,Buy,676,LHR,ELP,Business Class,3
Shannon,Avery,Buy,225,LHR,ELP,Main Cabin,1
Michael,Fox,Buy,565,ELP,JFK,Business Class,5
Anthony,Carson,Buy,57,LAX,ORL,First Class,1
Carmen,Hays,Buy,883,ELP,YYZ,Business Class,2
Michelle,Maldonado,Buy,1242,ELP,YYZ,First Class,1
Brian,Rojas,Buy,998,ELP,LAX,First Class,3
Courtney,Tran,Buy,1007,ORD,ELP,Business Class,7
Alejandra,Morris,Buy,750,ELP,BOS,First Class,1
Vanessa,Watson,Buy,1252,CDG,ELP,Business Class,7
Brittany,Weaver,Buy,593,MEX,CJS,Main Cabin,5
Timothy,Jones,Buy,400,LAS,ELP,Main Cabin,4
Misty,Horton,Buy,874,LAX,BOS,Main Cabin,3
Alexis,Acosta,Buy,173,CDG,ELP,Business Class,1
Sherry,Mora,Buy,521,CUN,ELP,First Class,1
Rachel,Roberson,Buy,58,LAX,ORL,First Class,2
Anthony,Moore,Buy,1153,ELP,YYZ,Business Class,4
David,Wright,Buy,1180,LAX,ELP,Business Class,4
Danielle,Dorsey,Buy,33,BOS,ELP,Main Cabin,8
Kimberly,Johnson,Buy,1137,LAX,ORL,Main Cabin,3
Amber,Long,Buy,130,LAS,ELP,Main Cabin,2
Kim,Craig,Buy,812,ELP,DFW,Business Class,6
Brittney,Daniel,Buy,1150,CUN,ELP,First Class,6
Krystal,Thompson,Buy,7,ELP,LAX,First Class,5
Mark,Gonzalez,Buy,477,JFK,ELP,Business Class,3
Amber,Sellers,Buy,901,ELP,DFW,First Class,7
Ashley,Walker,Buy,939,LAS,ELP,Business Class,6
Joseph,Lewis,Buy,883,ELP,YYZ,Main Cabin,6
Lisa,Robinson,Buy,1053,LAX,BOS,Business Class,5
Hector,Whitney,Buy,1181,LAX,ELP,Main Cabin,1
Devin,Diaz,Buy,396,ELP,LAS,Business Class,2
Christopher,Contreras,Buy,38,ELP,LAS,First Class,1
Michelle,Oliver,Buy,507,LAX,ORL,Business Class,4
Nancy,Robles,Buy,219,LAS,ELP,Main Cabin,4
Timothy,Romero,Buy,901,ELP,DFW,Main Cabin,3
Brooke,Padilla,Buy,264,ELP,HND,Main Cabin,4
Laura,Smith,Buy,939,LAS,ELP,First Class,2
Stephanie,Obrien,Buy,1316,ORL,LAX,Main Cabin,2
Mark,Lamb,Buy,1094,ELP,ORD,Main Cabin,4
Jesse,Dunn,Buy,949,CJS,MEX,Business Class,5
Denise,Johnson,Buy,167,YYZ,ELP,Main Cabin,2
Kathryn,Perez,Buy,1101,ATL,ELP,Business Class,2
Alejandro,Olivas,Buy,219,LAS,ELP,First Class,7
Brandon,Neal,Buy,873,LAX,BOS,Business Class,1
Ricky,Thompson,Buy,252,ELP,YYZ,Main Cabin,7
Brian,Jacobson,Buy,619,ELP,CDG,First Class,6
Michael,Morton,Buy,527,YYZ,ELP,Business Class,1
Elizabeth,Kim,Buy,900,ELP,DFW,Main Cabin,6
Amy,Hall,Buy,577,ELP,LAS,Main Cabin,1
Melissa,Holt,Buy,476,ELP,JFK,Business Class,7
Kelly,Herring,Buy,1320,BOS,LAX,Main Cabin,1
Megan,Noble,Buy,507,LAX,ORL,First Class,8
Luis,Johnson,Buy,434,ELP,YYZ,First Class,1
Richard,Vargas,Buy,936,ELP,LAS,Main Cabin,8
Kirsten,Robinson,Buy,135,LHR,ELP,First Class,5
Christian,Smith,Buy,945,LHR,ELP,First Class,6
Ernest,Bentley,Buy,1015,ELP,JFK,Business Class,5
Carlos,Irwin,Buy,909,LAX,ELP,Business Class,1
Deborah,Hunt,Buy,419,LAX,ORL,First Class,4
Jesse,Dunn,Buy,894,ELP,HND,Main Cabin,6
Becky,Gray,Buy,711,CDG,ELP,First Class,4
Jenny,Henry,Buy,544,DFW,ELP,Main Cabin,1
Samantha,Thomas,Buy,711,CDG,ELP,Main Cabin,4
Cody,Robles,Buy,104,ELP,ORD,Business Class,3
Hercules,Disney,Buy,613,ELP,YYZ,Main Cabin,2
Rachel,Vasquez,Buy,22,ATL,ELP,First Class,4
Mary,Anderson,Buy,1098,ELP,ATL,Business Class,8
Lisa,Jackson,Buy,910,LAX,ELP,Business Class,6
Logan,Palmer,Buy,626,ELP,HND,Main Cabin,6
Theresa,Obrien,Buy,600,BOS,LAX,Main Cabin,3
Gerald,Beltran,Buy,636,ELP,LAX,Business Class,1
Ray,Booth,Buy,217,ELP,LAS,First Class,4
Keith,Ortiz,Buy,382,ATL,ELP,First Class,6
Tanya,Johnson,Buy,498,CJS,MEX,Main Cabin,2
Barbara,Lane,Buy,1243,ELP,YYZ,Business Class,7
James,Romero,Buy,927,JFK,ELP,Main Cabin,7
Kevin,Swanson,Buy,216,ELP,LAS,Business Class,5
Steven,Owens,Buy,1146,ELP,CUN,First Class,3
Emily,Jackson,Buy,1204,BOS,ELP,Business Class,7
Kayla,Mahoney,Buy,348,ELP,CDG,Business Class,7
Natalie,Richardson,Buy,188,ELP,LAX,Main Cabin,8
Michael,Morton,Buy,173,CDG,ELP,First Class,2
Carl,Foley,Buy,557,ORD,ELP,First Class,6
Kaa,Disney,Buy,754,BOS,ELP,Business Class,5
Alyssa,Reese,Buy,525,YYZ,ELP,Main Cabin,6
Amy,Rodriguez,Buy,147,LAX,ORL,First Class,5
Paul,Fisher,Buy,130,LAS,ELP,First Class,7
Christopher,Osborne,Buy,961,BOS,LAX,Business Class,7
Brandi,Gordon,Buy,105,ORD,ELP,Business Class,5
Amber,Conley,Buy,17,ORD,ELP,Main Cabin,5
Carl,Foley,Buy,314,ELP,LHR,Business Class,5
Patrick,Bennett,Buy,615,YYZ,ELP,Main Cabin,4
Prince,Eric,Buy,405,LHR,ELP,Main Cabin,2
Alejandro,Olivas,Buy,957,LAX,ORL,Business Class,3
Jeremy,Rocha,Buy,243,LAX,BOS,First Class,5
Courtney,Johnson,Buy,342,ELP,YYZ,Main Cabin,8
Bryan,Arriaga,Buy,757,ELP,LAS,First Class,1
Jennifer,Schneider,Buy,301,ELP,BOS,First Class,5
Ricardo,Rodriguez,Buy,749,JFK,ELP,Business Class,8
Kelly,Yu,Buy,1112,ELP,BOS,Main Cabin,2
Victoria,Ellis,Buy,403,ELP,LHR,Business Class,2
Barbara,Robertson,Buy,1239,CUN,ELP,Business Class,6
Phillip,Richardson,Buy,978,ELP,CDG,Main Cabin,8
Antonio,Brooks,Buy,810,ELP,DFW,Business Class,5
James,Nolan,Buy,1306,LHR,ELP,Business Class,1
Chelsea,Porter,Buy,1152,ELP,YYZ,Business Class,7
Erin,Barton,Buy,138,CJS,MEX,First Class,1
Michael,Castillo,Buy,828,ELP,ATL,First Class,2
Michael,Sanchez,Buy,234,ORL,LAX,Business Class,1
David,Wright,Buy,1108,JFK,ELP,Main Cabin,3
Mercedes,Nichols,Buy,995,DFW,ELP,Main Cabin,6
Gabriel,Sanders,Buy,409,CJS,MEX,Business Class,7
Thomas,Clark,Buy,468,ELP,ATL,First Class,1
Jennifer,Preston,Buy,747,JFK,ELP,Main Cabin,2
Elizabeth,Jackson,Buy,962,BOS,LAX,Business Class,4
Timothy,Jones,Buy,1015,ELP,JFK,First Class,4
Joel,Welch,Buy,650,ELP,ATL,First Class,2
Stephen,Ellis,Buy,821,LAX,ELP,Business Class,4
Amy,Fuller,Buy,1135,ORL,LAX,First Class,6
James,Nolan,Buy,1144,LAX,BOS,Business Class,7
Doris,Mercado,Buy,564,ELP,JFK,First Class,2
Sheri,Adams,Buy,588,CJS,MEX,First Class,6
Bobby,Gonzales,Buy,215,BOS,ELP,Main Cabin,8
Theresa,Hardy,Buy,1172,ELP,DFW,Main Cabin,6
Dean,Smith,Buy,234,ORL,LAX,First Class,3
Angela,Walker,Buy,148,LAX,ORL,First Class,2
Leila,Martinez,Buy,976,YYZ,ELP,Business Class,7
Pamela,Carter,Buy,1349,HND,ELP,Main Cabin,6
Anita,Stein,Buy,1122,ELP,LHR,First Class,1
Angela,Mcintyre,Buy,328,LAX,ORL,First Class,5
Kimberly,Richardson,Buy,286,ORD,ELP,Main Cabin,2
Christine,Ellis,Buy,361,ELP,DFW,Business Class,2
Beth,Moss,Buy,641,LAX,ELP,Business Class,7
Jonathan,Martinez,Buy,781,BOS,LAX,First Class,6
Jennifer,Bailey,Buy,1108,JFK,ELP,First Class,7
Belle,Disney,Buy,550,LAX,ELP,Business Class,3
Brenda,Douglas,Buy,908,ELP,LAX,Business Class,5
Luis,Del Campo,Buy,1016,ELP,JFK,Business Class,5
Doris,Mercado,Buy,1299,LAS,ELP,Business Class,5
Anthony,Byrd,Buy,204,ELP,JFK,Main Cabin,3
Jason,Burke,Buy,24,ELP,JFK,First Class,1
Sean,Medina,Buy,992,ELP,DFW,Business Class,1
Linda,Robles,Buy,361,ELP,DFW,Main Cabin,2
Lawrence,Price,Buy,602,BOS,LAX,First Class,4
Danielle,Dorsey,Buy,289,ELP,ATL,Business Class,1
Nicole,Lloyd,Buy,601,BOS,LAX,Main Cabin,8
Daniel,Hampton,Buy,520,CUN,ELP,Main Cabin,6
Timothy,Johnson,Buy,126,ELP,LAS,Main Cabin,8
Gary,Miller,Buy,293,ATL,ELP,First Class,8
Christopher,Foster,Buy,62,BOS,LAX,Business Class,3
Ashley,Magallanes,Buy,114,ELP,JFK,First Class,6
Alexandra,Fox,Buy,431,CUN,ELP,First Class,4
Nancy,Morgan,Buy,1244,ELP,YYZ,Business Class,5
Edward,Jackson,Buy,551,LAX,ELP,First Class,1
Alexis,Shea,Buy,213,BOS,ELP,Main Cabin,6
Marissa,Henry,Buy,1033,ELP,LHR,Business Class,8
Ann,Rogers,Buy,1220,CJS,MEX,Business Class,5
Derek,Irwin,Buy,351,CDG,ELP,First Class,4
Ronald,Parker,Buy,841,ELP,BOS,Business Class,2
Elizabeth,Kim,Buy,552,ELP,ORD,First Class,4
Christine,Ellis,Buy,960,BOS,LAX,Main Cabin,4
April,Turner,Buy,676,LHR,ELP,Business Class,5
Thomas,Sanders,Buy,983,CDG,ELP,First Class,7
Benjamin,Ramirez,Buy,1225,ORL,LAX,First Class,4
Elizabeth,Cruz,Buy,276,ELP,LAX,Business Class,2
Brandon,Miller,Buy,270,ELP,DFW,First Class,1
Christopher,Robinson,Buy,346,YYZ,ELP,First Class,4
Kaylee,Patterson,Buy,1174,DFW,ELP,Business Class,7
Ashley,Evans,Buy,609,CUN,ELP,Business Class,1
Jonathan,Christian,Buy,1033,ELP,LHR,First Class,2
Geoff,Waller,Buy,852,ELP,LHR,First Class,6
Stitch,Disney,Buy,745,ELP,JFK,Main Cabin,7
Jennifer,Preston,Buy,901,ELP,DFW,Main Cabin,7
Michelle,Sexton,Buy,1071,CDG,ELP,First Class,8
Teresa,Stewart,Buy,437,YYZ,ELP,Main Cabin,1
Elizabeth,Alvarez,Buy,649,ELP,ATL,First Class,8
Daniel,Hampton,Buy,967,ELP,CUN,Main Cabin,8
Victor,Lopez,Buy,120,ELP,BOS,First Class,5
Paul,Harmon,Buy,79,ELP,CDG,Main Cabin,5
Edward,Hernandez,Buy,674,ELP,LHR,Business Class,3
Andre,Ramos,Buy,875,LAX,BOS,Main Cabin,4
Ray,Booth,Buy,490,LAS,ELP,First Class,5
Jeffrey,Gonzalez,Buy,433,ELP,YYZ,Main Cabin,1
Sean,Hernandez,Buy,1002,ELP,ORD,Main Cabin,8
Michael,Parrish,Buy,1078,HND,ELP,Main Cabin,2
Donald,Duck,Buy,150,BOS,LAX,Business Class,2
Anita,Stein,Buy,904,DFW,ELP,Business Class,2
Holly,Cruz,Buy,52,MEX,CJS,Main Cabin,4
Ian,Rybak,Buy,1262,ELP,DFW,Business Class,3
Stephanie,Perry,Buy,214,BOS,ELP,First Class,5
Gary,Smith,Buy,462,ELP,ORD,First Class,3
Nathan,Coleman,Buy,309,LAS,ELP,First Class,8
Michelle,Wood,Buy,1288,JFK,ELP,Main Cabin,2
Brenda,Douglas,Buy,524,ELP,YYZ,First Class,6
Megan,Noble,Buy,901,ELP,DFW,First Class,3
Darin,Porter,Buy,1247,YYZ,ELP,First Class,7
Joshua,Gomez,Buy,852,ELP,LHR,Main Cabin,8
Enrique,Rico,Buy,195,ORD,ELP,Business Class,7
Andrew,Norris,Buy,1047,LAX,ORL,Main Cabin,5
Kirsten,Robinson,Buy,243,LAX,BOS,Business Class,5
Lawrence,Price,Buy,1235,LAX,BOS,Main Cabin,1
Beth,Sharp,Buy,1086,ELP,LAX,First Class,7
Gustavo,Rubio,Buy,151,BOS,LAX,Main Cabin,6
Lori,Johnson,Buy,808,HND,ELP,Business Class,3
Gary,Park,Buy,382,ATL,ELP,Main Cabin,8
Joanna,Trevino,Buy,53,MEX,CJS,Business Class,4
Randy,Keller,Buy,329,LAX,ORL,Main Cabin,1
Sean,Smith,Buy,482,ELP,BOS,Main Cabin,6
Hercules,Disney,Buy,861,MEX,CJS,First Class,2
Lisa,Yu,Buy,314,ELP,LHR,Main Cabin,6
Emilia,Rivas,Buy,652,ATL,ELP,Business Class,1
Miranda,Walker,Buy,895,ELP,HND,Business Class,6
Joanna,Knight,Buy,354,ELP,HND,Business Class,2
Andrew,Atkins,Buy,804,ELP,HND,First Class,7
Diana,Matthews,Buy,1070,ELP,CDG,First Class,1
James,King,Buy,184,DFW,ELP,Business Class,1
Stephanie,Williams,Buy,426,ELP,CUN,Business Class,8
Gustavo,Rubio,Buy,596,ORL,LAX,Main Cabin,1
Cruella,De Vil,Buy,685,ORL,LAX,Main Cabin,5
Christopher,Davis,Buy,820,LAX,ELP,First Class,4
Christopher,Foster,Buy,530,ELP,CDG,Business Class,2
Denise,Morales,Buy,193,ELP,ORD,Main Cabin,3
Emily,Brady,Buy,463,ELP,ORD,Main Cabin,6
Michael,White,Buy,1159,ELP,CDG,First Class,5
Ruben,Edwards,Buy,844,BOS,ELP,Main Cabin,8
Richard,Edwards,Buy,356,ELP,HND,First Class,3
Kelly,Harris,Buy,294,ELP,JFK,Main Cabin,6
Sandra,Sutton,Buy,1048,LAX,ORL,Business Class,2
Thomas,Bonilla,Buy,1126,LHR,ELP,First Class,1
Leonard,King,Buy,496,LHR,ELP,Main Cabin,3
Michael,Cowan,Buy,501,MEX,CJS,Business Class,4
Jeffrey,Weiss,Buy,585,LHR,ELP,First Class,1
Timothy,Johnson,Buy,322,MEX,CJS,Business Class,5
Michael,Parrish,Buy,3,DFW,ELP,Main Cabin,3
Jermaine,Dean,Buy,371,LAX,ELP,Business Class,2
Gail,Parker,Buy,809,HND,ELP,Business Class,8
Amy,Fuller,Buy,281,LAX,ELP,First Class,2
Angel,Joseph,Buy,478,JFK,ELP,First Class,3
Sara,West,Buy,1161,CDG,ELP,Business Class,4
Omar,Hoang,Buy,239,LAX,ORL,First Class,4
John,Blair,Buy,773,MEX,CJS,Main Cabin,8
Travis,Ruiz,Buy,124,BOS,ELP,First Class,5
Haley,Moss,Buy,719,HND,ELP,First Class,3
Alyssa,Reese,Buy,81,CDG,ELP,Main Cabin,4
Leonard,King,Buy,1322,BOS,LAX,First Class,8
Terri,Mendez,Buy,1171,ELP,DFW,Business Class,6
Robert,Wu,Buy,663,BOS,ELP,First Class,7
Jennifer,Evans,Buy,1242,ELP,YYZ,Business Class,2
Zachary,Tran,Buy,1079,HND,ELP,First Class,4
Benjamin,Johnson,Buy,17,ORD,ELP,Business Class,3
Noah,Horne,Buy,1154,ELP,YYZ,First Class,2
Maria,Mitchell,Buy,569,JFK,ELP,First Class,2
Richard,Blackwell,Buy,120,ELP,BOS,Business Class,2
Samuel,Harrington,Buy,1204,BOS,ELP,Main Cabin,1
Lauren,Hall,Buy,110,ELP,ATL,First Class,3
Nicholas,Smith,Buy,478,JFK,ELP,Business Class,6
Akinyemi,Akinjayeju,Buy,131,LAS,ELP,Main Cabin,3
Nicole,Johnson,Buy,606,ELP,CUN,First Class,7
Hector,Whitney,Buy,253,ELP,YYZ,Main Cabin,7
Danielle,Dorsey,Buy,272,ELP,DFW,Business Class,4
Jessica,Moore,Buy,1117,ELP,LAS,Business Class,2
Elizabeth,Cruz,Buy,560,ELP,ATL,Business Class,1
Ray,Huynh,Buy,376,ORD,ELP,Main Cabin,8
Stephen,Ellis,Buy,847,ELP,LAS,First Class,7
Enrique,Rico,Buy,206,ELP,JFK,Main Cabin,2
David,Thomas,Buy,947,LHR,ELP,First Class,6
Mario,Walker,Buy,1172,ELP,DFW,Main Cabin,5
Dorothy,Cox,Buy,530,ELP,CDG,Business Class,7
Rita,Owens,Buy,1310,CJS,MEX,First Class,4
Tami,Weaver,Buy,627,HND,ELP,Main Cabin,1
Jeremy,Alvarez,Buy,683,MEX,CJS,Main Cabin,4
Ashley,Jones,Buy,264,ELP,HND,First Class,5
Alexis,Acosta,Buy,1247,YYZ,ELP,Business Class,7
Christopher,Foster,Buy,469,ELP,ATL,Main Cabin,1
Richard,Sullivan,Buy,273,DFW,ELP,Main Cabin,7
Tami,Alexander,Buy,1267,ELP,LAX,Business Class,5
Christopher,Norris,Buy,213,BOS,ELP,Main Cabin,6
Jessica,Smith,Buy,535,ELP,HND,Business Class,5
Brian,RodilesDelgado,Buy,206,ELP,JFK,First Class,5
Alexis,Shea,Buy,1244,ELP,YYZ,First Class,4
Timothy,Bernard,Buy,862,MEX,CJS,Main Cabin,3
Geoff,Waller,Buy,207,JFK,ELP,First Class,7
Shannon,White,Buy,366,ELP,LAX,Business Class,5
Michael,Murray,Buy,618,ELP,CDG,Main Cabin,6
Rhonda,Kane,Buy,701,CUN,ELP,Main Cabin,8
Steven,Owens,Buy,576,ELP,LAS,Business Class,1
Caroline,Torres,Buy,18,ELP,ATL,Main Cabin,1
Elizabeth,Torres,Buy,569,JFK,ELP,First Class,6
Diana,Valles,Buy,71,CUN,ELP,Main Cabin,1
Nicole,Rowland,Buy,316,LHR,ELP,Main Cabin,7
Darlene,Shaw,Buy,11,LAX,ELP,First Class,4
Jeffrey,Marquez,Buy,290,ELP,ATL,First Class,3
Leonard,King,Buy,755,BOS,ELP,Business Class,6
Lisa,Robinson,Buy,571,ELP,BOS,First Class,2
Dustin,Oliver,Buy,1329,CUN,ELP,Main Cabin,4
Barbara,Robertson,Buy,897,HND,ELP,Business Class,6
Gail,Parker,Buy,1282,ATL,ELP,Main Cabin,4
Jerry,Hampton,Buy,630,ELP,DFW,First Class,2
Ariana,Lara,Buy,688,LAX,ORL,Business Class,4
Alondra,GonzalezAyala,Buy,466,ORD,ELP,First Class,5
Maria,Mccarthy,Buy,386,ELP,JFK,Main Cabin,7
Miguel,Lucero,Buy,1263,DFW,ELP,Business Class,3
Jermaine,Dean,Buy,13,ELP,ORD,First Class,6
Jody,Sanchez,Buy,1110,ELP,BOS,First Class,3
Luis,Johnson,Buy,1220,CJS,MEX,First Class,7
Courtney,Tran,Buy,199,ELP,ATL,Business Class,7
Teresa,Taylor,Buy,820,LAX,ELP,Main Cabin,1
James,Nolan,Buy,447,HND,ELP,First Class,4
Ashley,Evans,Buy,792,ELP,YYZ,Main Cabin,3
Penny,Mcdaniel,Buy,658,JFK,ELP,Main Cabin,6
Kimberly,Johnson,Buy,351,CDG,ELP,Business Class,3
Jennifer,Hernandez,Buy,496,LHR,ELP,Main Cabin,4
Linda,Miller,Buy,377,ORD,ELP,Main Cabin,7
Kristy,Hoover,Buy,1226,ORL,LAX,Main Cabin,6
Sheri,Adams,Buy,920,ELP,ATL,Main Cabin,1
Amy,Rodriguez,Buy,974,ELP,YYZ,First Class,7
Tanya,Davis,Buy,1167,HND,ELP,Business Class,2
Justin,Martinez,Buy,145,ORL,LAX,Business Class,6
Denise,Johnson,Buy,796,YYZ,ELP,Business Class,3
Heather,Cunningham,Buy,568,JFK,ELP,Main Cabin,5
Jessica,Smith,Buy,654,ELP,JFK,Main Cabin,8
Diana,Garcia,Buy,1179,LAX,ELP,Main Cabin,4
Jill,Henderson,Buy,987,HND,ELP,Business Class,2
Joseph,Davis,Buy,147,LAX,ORL,Main Cabin,5
Amy,Fuller,Buy,1233,LAX,BOS,Business Class,4
Michael,Clarke,Buy,160,CUN,ELP,Main Cabin,6
Ashley,Jones,Buy,301,ELP,BOS,Main Cabin,3
Prince,Eric,Buy,472,ATL,ELP,Main Cabin,4
Anthony,Kramer,Buy,650,ELP,ATL,First Class,7
Dakota,Bender,Buy,100,LAX,ELP,Main Cabin,1
Goofy,Disney,Buy,929,JFK,ELP,First Class,4
Phillip,Brown,Buy,473,ATL,ELP,Business Class,6
Michelle,Maldonado,Buy,67,ELP,CUN,Business Class,1
Nicole,Harvey,Buy,234,ORL,LAX,Main Cabin,7
Richard,Sullivan,Buy,937,ELP,LAS,Main Cabin,7
Stephen,Peters,Buy,836,ELP,JFK,Main Cabin,7
John,White,Buy,724,DFW,ELP,Main Cabin,5
Andre,Ramos,Buy,140,CJS,MEX,Main Cabin,3
Michaela,Miranda,Buy,1335,YYZ,ELP,Main Cabin,5
Jeremy,Morris,Buy,59,LAX,ORL,Business Class,1
Crystal,Walker,Buy,664,BOS,ELP,Main Cabin,1
Darlene,Shaw,Buy,727,ELP,LAX,Main Cabin,7
Logan,Palmer,Buy,60,BOS,LAX,Business Class,2
Stephanie,Obrien,Buy,1202,ELP,BOS,Business Class,5
Brian,Rojas,Buy,306,ELP,LAS,Main Cabin,7
Jake,Mitchell,Buy,52,MEX,CJS,Business Class,8
Benjamin,Johnson,Buy,527,YYZ,ELP,Business Class,4
Joel,Arellano,Buy,333,LAX,BOS,Main Cabin,6
Jessica,Olsen,Buy,1336,YYZ,ELP,First Class,1
Kelly,Bell,Buy,857,LHR,ELP,Main Cabin,1
Steven,Owens,Buy,352,CDG,ELP,First Class,4
